1,2,3,type
55,0,77,4
37,0,76,1
53,-4,88,1
59,0,84,1
37,0,91,1
37,0,77,1
37,0,80,1
37,0,74,1
85,0,88,5
37,0,106,1
55,-2,98,4
37,0,80,1
49,0,77,1
46,0,84,1
53,-2,80,1
63,0,111,1
37,0,81,1
42,0,81,1
37,0,78,1
48,-3,83,1
104,-1,105,5
52,1,81,1
37,0,100,1
56,0,97,1
55,0,96,4
37,0,105,1
56,1,82,1
37,0,81,1
43,0,82,1
37,-8,106,1
43,-1,85,1
37,0,76,1
56,0,97,4
55,0,79,4
45,0,81,1
53,0,81,1
55,0,77,4
37,0,76,1
56,4,99,4
57,0,84,1
104,1,106,5
44,1,84,1
45,-1,88,1
56,0,98,4
51,0,89,1
37,0,77,1
80,0,84,5
41,0,82,1
51,1,88,1
45,1,88,1
37,-5,81,1
44,-1,86,1
55,0,77,4
37,0,81,1
59,0,86,1
55,0,79,4
44,0,86,1
37,0,106,1
55,0,77,4
55,0,93,4
55,0,88,1
56,0,96,4
37,0,79,1
51,0,88,1
51,-2,81,1
45,-1,84,1
47,-5,77,1
50,0,101,1
55,0,84,1
48,-2,87,1
49,4,83,1
37,0,76,1
42,5,108,1
39,5,90,1
52,-5,85,1
55,0,92,4
55,-4,87,1
43,0,80,1
57,1,106,1
46,0,83,1
45,0,85,1
37,0,78,1
55,0,81,1
54,-1,84,1
55,0,78,4
37,0,78,1
43,0,88,1
44,5,82,1
42,0,79,1
48,0,108,1
53,0,81,1
48,-3,83,1
46,2,82,1
49,0,95,1
40,0,79,1
56,0,97,4
55,0,95,4
43,-4,77,1
46,3,90,1
56,-1,86,1
49,3,90,1
56,-5,87,1
37,0,77,1
56,0,77,4
120,1349,76,5
53,0,79,1
52,0,81,1
51,-4,86,1
105,-2,106,5
47,1,90,1
37,0,75,1
44,0,97,1
41,-5,82,1
37,0,79,1
42,0,108,1
37,5,75,1
37,0,80,1
51,2,84,1
37,0,81,1
37,-1,106,1
56,0,79,4
44,0,80,1
45,0,80,1
41,-5,82,1
47,1,77,1
53,0,91,1
42,5,87,1
46,4,90,1
50,0,88,1
55,0,88,1
53,-1,79,1
45,0,83,1
49,0,86,1
49,0,106,1
37,0,80,1
56,0,96,1
37,0,78,1
41,-2,108,1
37,0,77,1
55,0,86,1
47,0,83,1
48,-1,81,1
37,0,106,1
43,0,86,1
55,0,93,4
50,2,82,1
45,-2,84,1
45,0,82,1
56,0,95,1
43,-3,97,1
56,0,80,4
43,0,88,1
44,0,79,1
43,-4,83,1
37,0,77,1
37,0,79,1
37,0,103,1
42,0,78,1
43,0,75,1
85,0,88,5
41,0,86,1
37,0,76,1
39,0,97,1
82,0,86,5
84,0,88,5
49,0,85,1
55,0,93,4
53,5,81,1
56,3,98,4
45,0,90,1
55,0,98,4
45,-4,109,1
41,0,79,1
41,1,97,1
37,0,76,1
39,0,76,1
101,0,102,5
78,0,81,5
46,-1,77,1
55,1,84,1
37,0,76,1
37,1,77,1
41,0,86,1
38,2,82,1
55,0,77,4
56,1,82,1
56,0,77,4
37,2,82,1
37,1,82,1
49,0,81,1
56,1,77,4
37,0,79,1
49,-2,82,1
54,2,77,1
37,0,103,1
56,0,97,4
85,0,88,5
38,0,93,1
37,0,79,1
56,2,83,1
37,0,77,1
37,0,76,1
37,0,83,1
49,0,77,1
45,-3,84,1
46,4,86,1
50,1,86,1
44,0,90,1
56,0,96,4
44,1,86,1
50,0,85,1
41,2,77,1
46,0,83,1
42,0,84,1
42,0,86,1
37,0,81,1
55,0,77,4
56,0,95,1
45,0,86,1
37,-17,106,1
56,0,95,1
43,-5,86,1
37,0,80,1
39,4,81,1
37,0,79,1
48,-1,78,1
41,0,76,1
44,3,87,1
55,0,95,4
40,-4,77,1
37,0,104,1
37,0,76,1
38,2,96,1
47,1,95,1
52,0,78,1
102,0,103,5
56,3,84,1
56,0,96,4
55,0,77,4
55,0,96,4
37,0,77,1
49,0,88,1
55,0,81,4
56,0,95,4
38,3,105,1
46,2,79,1
56,0,97,4
43,0,80,1
45,0,86,1
79,0,84,5
84,0,88,5
37,0,77,1
56,1,96,1
50,0,88,1
55,0,93,4
43,-1,85,1
56,4,95,4
44,-4,79,1
37,-33,76,3
49,0,96,1
46,0,79,1
56,0,81,4
38,-4,106,1
53,0,82,1
45,0,79,1
38,0,92,1
41,5,81,1
79,-2,84,5
52,3,81,1
56,0,107,1
50,-1,77,1
55,0,82,4
56,0,79,4
37,0,82,1
55,0,77,4
37,0,77,1
37,0,78,1
56,0,77,4
56,-1,78,4
41,-1,83,1
40,0,84,1
44,0,86,1
52,-2,86,1
55,0,82,4
44,1,80,1
37,0,75,1
37,-1,77,1
56,-1,92,1
37,0,75,1
41,0,89,1
45,-3,86,1
37,0,84,1
38,1,79,1
45,0,86,1
49,0,95,1
46,0,76,1
55,-4,79,4
57,-1,87,1
42,0,88,1
105,0,106,5
45,0,83,1
37,0,74,1
37,0,105,1
40,-1,78,1
38,-4,86,1
56,0,77,4
37,-1,80,1
41,0,81,1
55,-3,98,4
54,0,78,1
46,0,83,1
43,0,82,1
50,-3,88,1
37,0,97,1
38,-5,79,1
55,0,93,4
37,0,78,1
37,0,95,1
41,-1,77,1
55,0,79,4
106,2,108,5
41,0,86,1
43,-1,81,1
48,0,88,1
37,0,76,1
37,0,77,1
49,0,80,1
37,0,79,1
53,6,77,4
37,0,79,1
41,0,87,1
56,0,96,4
41,-4,80,1
47,0,76,1
56,0,77,4
55,0,93,4
37,0,75,1
51,0,86,1
51,1,78,1
53,4,85,1
37,-7,106,1
37,0,77,1
56,0,78,4
56,1,86,1
40,-4,80,1
55,0,79,4
52,2,83,1
55,0,78,4
56,3,83,1
49,0,107,1
49,0,107,1
43,0,81,1
37,4,100,1
53,0,86,1
37,0,77,1
37,0,100,1
56,0,77,4
56,3,87,1
51,0,85,1
37,0,80,1
52,0,84,1
56,0,82,1
37,0,81,1
50,0,83,1
56,0,78,4
55,0,76,4
49,0,88,1
37,-2,109,1
46,0,92,1
53,0,77,1
43,0,79,1
37,-3,77,1
37,0,76,1
37,0,77,1
37,0,80,1
41,0,79,1
37,0,80,1
42,3,108,1
40,-1,86,1
48,-51,89,3
44,0,90,1
55,0,82,4
37,0,80,1
55,0,77,4
51,0,109,1
56,1,95,4
44,-1,76,1
103,0,104,5
49,1,84,1
54,0,88,1
41,0,108,1
37,-1,76,1
45,2,76,1
83,0,86,5
37,0,75,1
48,0,78,1
81,0,84,5
51,0,80,1
37,0,79,1
37,0,79,1
58,-1,86,1
37,0,95,1
45,0,87,1
46,0,88,1
56,0,84,1
44,0,79,1
51,0,87,1
85,0,88,5
37,-26,106,1
55,3,84,1
53,0,87,1
45,1,76,1
49,0,111,1
56,-3,87,1
45,3,86,1
41,4,93,1
37,0,78,1
45,0,80,1
42,0,86,1
56,0,80,4
39,0,79,1
48,-1,81,1
37,0,103,1
37,0,78,1
37,0,79,1
56,0,81,4
47,0,84,1
38,5,76,1
37,0,94,1
41,0,86,1
45,-2,86,1
43,0,81,1
37,0,77,1
45,0,76,1
57,4,86,1
37,0,77,1
43,0,77,1
37,0,81,1
56,0,79,4
43,-2,77,1
82,-3,86,5
48,-1,88,1
56,-1,86,1
56,0,97,4
56,0,96,1
40,1,79,1
72,-14,77,5
37,0,90,1
56,2,97,4
37,0,78,1
43,0,90,1
41,1,82,1
49,3,95,1
81,0,84,5
56,3,99,4
43,0,85,1
53,0,83,1
46,0,86,1
49,2,81,1
46,0,88,1
41,0,89,1
49,0,84,1
47,-3,86,1
48,-2,88,1
45,0,77,1
37,0,77,1
46,0,82,1
37,0,76,1
37,0,81,1
49,3,83,1
37,0,93,1
104,5,106,5
56,0,81,4
55,0,95,4
37,-5,97,1
46,0,81,1
37,0,79,1
56,4,80,4
41,0,80,1
53,-3,77,1
39,0,79,1
48,0,102,1
37,0,76,1
55,0,79,4
45,5,108,1
55,0,77,4
39,-1,80,1
56,0,80,4
50,5,84,1
51,4,82,1
44,1,81,1
45,0,86,1
55,0,95,4
41,0,76,1
50,0,77,1
55,0,77,4
41,-1,97,1
51,-1,77,1
56,0,79,1
44,0,78,1
51,0,79,1
53,1,78,1
37,0,80,1
37,-1521,106,1
49,0,87,1
37,0,100,1
40,1,76,1
42,0,108,1
49,2,83,1
55,0,95,1
56,2,84,1
37,0,77,1
101,0,102,5
59,0,86,1
45,-29,89,3
38,-6,78,1
50,0,85,1
37,0,95,1
37,0,79,1
37,0,108,1
46,0,77,1
49,1,81,1
46,-1,77,1
45,0,87,1
43,0,81,1
37,0,76,1
49,0,107,1
43,0,81,1
50,-3,89,1
37,0,76,1
42,-4,108,1
81,1,86,5
44,0,86,1
49,0,78,1
43,0,76,1
49,0,83,1
37,0,82,1
37,0,82,1
37,0,75,1
50,-2,85,1
37,0,107,1
55,0,93,4
54,4,83,1
55,0,76,4
50,0,84,1
40,0,84,1
80,0,84,5
53,6,77,4
55,0,78,4
56,0,95,4
40,5,102,1
37,0,96,1
37,0,78,1
41,0,100,1
55,-1,99,4
37,0,93,1
42,0,83,1
44,0,87,1
104,-4,106,5
47,1,88,1
37,0,76,1
37,0,81,1
41,-2,76,1
37,1,81,1
56,0,97,4
56,0,86,1
49,0,83,1
48,0,108,1
49,0,81,1
53,0,88,1
55,0,76,4
56,2,96,4
37,0,78,1
50,3,77,1
41,0,77,1
55,0,93,4
44,1,83,1
56,0,78,4
41,0,100,1
55,0,81,1
45,-1,79,1
56,-2,97,4
56,0,77,4
45,-5,79,1
42,0,88,1
43,0,85,1
45,0,83,1
44,0,77,1
43,-3,85,1
56,0,97,4
56,0,91,4
56,0,79,1
55,-3,72,4
103,-1,104,5
56,0,81,4
43,0,86,1
44,0,81,1
46,0,76,1
48,-1,79,1
52,-4,77,1
41,0,83,1
47,0,81,1
37,0,76,1
56,5,86,1
63,-1,111,1
105,-2,106,5
53,5,88,1
55,0,97,4
41,-2,81,1
37,0,76,1
41,4,86,1
55,3,80,1
45,3,81,1
55,0,77,4
55,5,85,1
86,-2,89,5
45,1,108,1
37,0,77,1
37,0,75,1
43,-4,84,1
53,-1,81,1
55,0,79,4
56,0,83,1
41,-1,108,1
37,0,79,1
56,0,91,4
56,0,80,1
47,5,106,1
42,5,102,1
56,2,81,4
37,0,104,1
45,0,79,1
55,1,91,1
85,-1,89,5
56,0,96,4
53,-4,81,1
61,-1,111,1
43,-4,87,1
52,0,86,1
56,0,95,4
103,0,104,5
43,0,90,1
49,0,77,1
37,0,76,1
41,0,79,1
37,0,80,1
42,-3,80,1
43,-1,86,1
56,0,97,4
37,-1,79,1
41,1,86,1
47,-5,75,1
56,0,98,4
39,-2,77,1
37,4,76,1
49,5,82,1
48,0,85,1
37,0,79,1
37,0,77,1
46,3,81,1
107,0,108,5
55,1,108,1
41,-1,83,1
44,1,78,1
56,0,77,4
82,0,86,5
46,4,82,1
49,-2,86,1
51,0,107,1
40,2,106,1
45,0,79,1
49,4,78,1
55,0,81,4
48,-1,88,1
46,0,79,1
43,0,77,1
44,1,86,1
41,0,81,1
53,2,84,1
46,5,102,1
37,0,81,1
43,2,86,1
48,0,84,1
48,-4,87,1
37,0,74,1
47,0,79,1
54,0,82,1
55,-3,79,1
55,0,76,4
37,0,99,1
37,0,79,1
56,0,96,4
49,0,84,1
43,0,82,1
37,0,77,1
37,0,95,1
42,0,84,1
37,0,79,1
49,0,88,1
37,-1,76,1
37,0,86,1
58,3,82,1
56,0,97,4
37,0,93,1
52,-4,84,1
44,1,85,1
42,0,76,1
46,1,76,1
43,0,81,1
56,0,92,4
37,0,91,1
37,-3,77,1
37,0,76,1
55,0,78,4
40,3,97,1
44,0,86,1
48,-4,77,1
49,0,86,1
55,0,92,4
48,0,89,1
53,-1,79,1
55,0,78,4
42,0,82,1
58,-3,86,1
41,-3,81,1
37,0,95,1
44,0,75,1
37,-4,77,1
45,0,86,1
49,0,88,1
37,0,75,1
41,4,81,1
56,3,77,4
48,2,83,1
43,-1,86,1
37,0,81,1
46,5,93,1
56,1,81,4
37,0,92,1
82,1,86,5
47,0,78,1
55,-2,79,4
37,0,77,1
41,0,78,1
48,0,77,1
37,0,79,1
41,0,77,1
41,0,84,1
49,0,87,1
41,5,84,1
41,-1,83,1
37,0,76,1
43,0,96,1
49,0,82,1
37,0,77,1
55,1,75,4
43,0,82,1
37,0,79,1
49,0,81,1
37,-1,92,1
48,0,86,1
42,-3,81,1
37,0,75,1
37,0,77,1
56,0,97,4
41,0,86,1
85,-2,89,5
53,0,78,1
55,0,93,4
37,0,77,1
56,0,80,4
72,21,82,2
41,4,78,1
46,4,79,1
56,11,74,4
48,3,90,1
78,0,82,5
56,0,88,1
55,0,85,1
54,3,81,1
45,1,86,1
46,0,100,1
59,0,84,1
56,0,77,4
41,2,77,1
50,0,79,1
39,1,76,1
42,3,90,1
55,-3,87,1
46,0,79,1
56,0,78,4
55,0,77,4
37,0,106,1
56,0,97,4
37,0,105,1
55,-1,97,4
45,2,76,1
37,0,80,1
37,-5,97,1
46,0,81,1
47,-5,81,1
37,1,81,1
37,0,93,1
45,0,76,1
37,0,77,1
55,0,96,4
38,2,76,1
79,0,83,5
49,0,78,1
37,0,92,1
37,-1,83,1
44,0,95,1
37,0,80,1
56,0,95,4
53,0,104,1
37,0,105,1
55,0,93,4
56,-1,84,1
56,0,98,4
37,-2,76,1
55,0,77,4
37,0,80,1
45,2,83,1
44,0,81,1
37,0,79,1
42,0,81,1
45,0,81,1
37,2,83,1
48,0,88,1
56,0,92,4
41,0,77,1
55,0,95,4
55,0,92,4
51,1,83,1
50,0,82,1
38,5,76,1
102,0,102,5
55,0,78,4
51,0,86,1
41,0,83,1
37,0,78,1
53,0,80,1
45,0,83,1
44,-1,80,1
56,0,77,4
64,0,111,1
41,-1,76,1
55,0,93,4
55,0,76,4
51,0,83,1
51,0,84,1
55,2,95,4
37,0,80,1
37,0,76,1
56,-5,84,1
56,0,96,4
37,-1,100,1
46,0,100,1
37,0,77,1
37,0,83,1
45,0,81,1
41,-4,83,1
56,1,81,4
37,-1,77,1
82,1,86,5
83,1,86,5
51,0,91,1
56,0,97,4
43,-1,77,1
79,0,83,5
56,0,77,4
46,0,81,1
38,0,79,1
56,0,78,4
51,3,80,1
37,0,77,1
44,0,88,1
37,2,80,1
37,0,79,1
55,-1,95,4
56,0,78,4
37,0,104,1
37,0,79,1
40,0,110,1
58,-3,88,1
55,0,77,4
50,5,77,1
55,0,93,4
55,0,78,4
56,0,95,4
48,0,87,1
55,0,96,4
56,4,99,4
37,0,106,1
42,-4,85,1
37,0,75,1
44,5,76,1
55,2,81,1
45,0,79,1
50,-4,81,1
45,0,78,1
42,-5,82,1
48,0,77,1
45,-1,81,1
37,0,78,1
49,4,87,1
41,0,82,1
55,-4,91,1
37,0,82,1
37,0,74,1
56,0,77,4
37,0,76,1
45,-2,81,1
84,0,88,5
49,0,86,1
47,-1,84,1
37,0,80,1
37,0,83,1
37,0,105,1
55,0,95,4
37,0,77,1
45,0,79,1
56,0,96,4
49,0,85,1
37,0,83,1
82,0,86,5
48,-3,77,1
56,-2,81,1
37,0,92,1
77,0,81,5
37,0,77,1
49,0,83,1
41,0,88,1
41,0,84,1
53,0,78,1
37,0,101,1
55,5,77,4
51,5,86,1
37,0,104,1
47,-2,86,1
51,0,82,1
49,0,84,1
102,0,103,5
51,0,87,1
55,0,93,4
51,-5,78,1
43,0,78,1
42,-1,84,1
46,0,85,1
46,0,88,1
37,4,77,1
49,0,83,1
51,4,86,1
37,0,75,1
37,4,106,1
38,-4,76,1
55,-5,95,4
37,0,81,1
37,0,76,1
37,0,104,1
55,0,96,4
42,5,76,1
42,0,86,1
48,0,86,1
37,0,77,1
46,0,76,1
37,0,82,1
45,-1,86,1
56,0,85,1
40,-1,77,1
44,-1,81,1
42,3,78,1
37,0,81,1
37,0,80,1
48,0,88,1
45,0,81,1
45,0,83,1
37,0,76,1
44,3,86,1
37,0,82,1
82,0,87,5
47,0,75,1
44,0,83,1
56,0,97,4
43,2,84,1
56,0,97,4
37,0,80,1
55,0,77,4
37,0,79,1
83,0,87,5
55,0,77,4
47,-5,84,1
55,0,77,4
37,0,79,1
37,0,75,1
37,0,97,1
55,0,82,1
37,0,78,1
56,2,86,1
44,0,80,1
56,0,79,4
43,0,87,1
47,-1,86,1
47,0,83,1
37,0,95,1
48,0,108,1
37,0,97,1
53,-3,77,1
37,0,76,1
60,-4,109,1
51,5,86,1
37,0,80,1
39,0,76,1
40,0,78,1
49,1,77,1
43,2,79,1
37,0,107,1
37,0,78,1
45,3,84,1
39,-1,80,1
46,0,77,1
55,0,79,4
42,0,86,1
42,3,81,1
37,0,79,1
44,0,80,1
48,0,88,1
55,0,78,4
44,0,76,1
46,-3,87,1
37,0,78,1
56,2,96,4
49,0,87,1
47,3,87,1
41,4,78,1
55,0,82,1
55,-1,86,1
56,3,98,4
58,5,82,1
37,3,77,1
53,0,88,1
45,0,81,1
55,0,78,4
41,0,77,1
37,0,79,1
37,0,95,1
51,0,86,1
56,0,77,4
38,2,90,1
38,2,76,1
46,0,92,1
42,2,76,1
37,0,80,1
47,-1,108,1
37,0,77,1
42,0,77,1
49,-1,108,1
51,0,86,1
43,5,88,1
44,1,82,1
79,-2,83,5
55,0,95,4
55,-2,98,4
75,6,79,5
37,0,84,1
37,0,74,1
56,0,91,4
56,0,96,4
49,0,77,1
56,-1,77,4
49,5,79,1
38,0,86,1
41,-1,81,1
55,0,86,1
37,1,80,1
44,0,86,1
37,0,104,1
37,0,77,1
45,-4,77,1
79,0,83,5
59,0,86,1
51,1,81,1
55,0,86,1
55,0,78,4
43,0,88,1
44,0,76,1
50,-3,111,1
56,0,79,4
56,0,78,4
41,-1,81,1
51,0,86,1
37,0,80,1
41,4,77,1
37,0,79,1
43,0,80,1
47,5,85,1
54,0,79,1
48,-5,77,1
49,-2,81,1
37,0,76,1
44,5,77,1
41,0,80,1
46,-4,76,1
50,3,88,1
46,1,89,1
37,0,106,1
43,0,77,1
37,0,76,1
37,0,83,1
37,0,96,1
37,0,104,1
46,1,76,1
56,0,79,4
38,2,76,1
37,0,78,1
45,-1,83,1
39,-2,79,1
37,0,106,1
45,0,86,1
53,0,77,1
60,0,108,1
37,0,79,1
43,0,76,1
45,0,81,1
43,0,79,1
37,0,90,1
37,0,77,1
55,0,79,4
55,0,78,4
55,0,95,4
43,0,89,1
51,0,86,1
55,0,96,4
50,5,86,1
49,0,95,1
55,0,77,4
49,0,84,1
37,1,76,1
44,0,87,1
44,3,79,1
48,0,81,1
37,0,83,1
55,0,97,4
41,1,80,1
55,0,79,4
48,0,82,1
51,5,82,1
56,0,96,4
37,0,90,1
52,-1,81,1
45,0,90,1
37,-1,80,1
55,-1,98,4
53,-1,82,1
43,0,75,1
56,0,97,4
56,4,97,4
37,0,76,1
38,1,77,1
47,-1,106,1
56,0,96,1
55,0,78,4
39,2,83,1
44,0,79,1
45,-5,87,1
44,0,86,1
40,-4,80,1
43,0,83,1
46,1,87,1
43,1,96,1
43,0,81,1
51,2,80,1
37,0,74,1
104,0,106,5
46,3,79,1
37,0,81,1
51,0,88,1
56,0,76,4
37,0,76,1
45,0,81,1
56,0,95,4
48,0,85,1
37,0,104,1
41,0,79,1
37,0,78,1
37,0,81,1
41,1,77,1
49,0,80,1
53,-1,82,1
37,0,98,1
44,2,76,1
37,0,76,1
76,1,81,5
38,0,81,1
52,-4,81,1
38,2,77,1
56,2,86,1
37,0,76,1
50,0,77,1
63,0,111,1
37,0,76,1
46,0,86,1
37,0,77,1
47,0,75,1
71,2,76,5
37,0,81,1
51,0,86,1
55,0,81,1
55,0,78,4
56,0,96,4
37,0,77,1
37,0,77,1
55,0,77,4
44,0,80,1
51,-5,81,1
41,0,77,1
37,0,76,1
44,0,77,1
54,1,86,1
46,0,86,1
45,-3,83,1
44,-5,81,1
37,0,96,1
38,5,94,1
37,0,74,1
52,0,84,1
44,0,86,1
43,0,81,1
55,0,79,4
53,0,81,1
40,4,107,1
41,0,86,1
46,0,91,1
45,0,86,1
37,0,79,1
51,-1,88,1
56,0,79,4
41,-1,75,1
45,-3,78,1
37,0,77,1
44,0,88,1
37,0,106,1
56,0,96,4
55,0,98,4
45,0,86,1
51,-1,80,1
50,0,77,1
37,0,79,1
51,-5,86,1
55,0,81,4
56,1,81,1
43,-1,77,1
76,0,81,5
37,0,79,1
37,0,77,1
41,0,76,1
41,0,79,1
37,0,80,1
47,-2,76,1
39,2,97,1
41,0,77,1
49,0,77,1
44,-1,86,1
56,0,95,4
37,0,79,1
40,0,77,1
37,0,76,1
43,1,77,1
37,0,79,1
55,0,96,4
45,3,87,1
55,-1,96,4
40,-5,81,1
56,2,77,4
37,0,76,1
37,0,74,1
41,0,86,1
52,5,91,1
41,0,81,1
37,0,80,1
55,0,77,4
46,0,93,1
103,4,104,5
53,3,81,1
53,0,77,1
55,0,77,4
56,0,85,1
37,-5,78,1
39,3,82,1
39,0,79,1
46,1,76,1
51,0,88,1
37,0,104,1
55,0,78,4
56,-1,78,4
47,0,95,1
49,0,79,1
37,0,79,1
37,0,83,1
55,-5,81,4
37,0,77,1
37,0,79,1
37,0,80,1
58,0,96,1
37,0,81,1
55,0,92,4
41,-2,86,1
41,0,87,1
56,0,98,4
53,0,84,1
45,-5,86,1
40,0,87,1
49,3,94,1
37,1,77,1
103,-14,107,5
53,2,91,1
41,0,81,1
44,0,81,1
41,0,89,1
37,2,79,1
48,0,88,1
44,2,86,1
37,0,77,1
47,-3,86,1
48,0,85,1
37,0,80,1
37,0,77,1
55,0,92,4
45,-2,76,1
38,2,76,1
48,1,81,1
56,0,90,1
37,0,77,1
37,4,77,1
79,0,83,5
39,3,77,1
79,0,83,5
37,-1,79,1
81,0,84,5
49,0,88,1
41,4,81,1
56,0,77,4
51,1,81,1
37,0,75,1
44,-4,76,1
44,0,77,1
53,1,79,1
44,0,79,1
41,0,97,1
46,0,88,1
41,0,82,1
41,-2,81,1
37,0,78,1
49,-3,88,1
38,4,79,1
38,3,79,1
37,0,76,1
45,-1,109,1
55,-2,80,4
45,2,88,1
37,0,77,1
37,0,104,1
41,0,88,1
37,0,90,1
41,0,86,1
45,1,93,1
51,3,78,1
53,0,87,1
101,0,102,5
40,2,86,1
43,-58,76,3
37,0,76,1
37,0,104,1
37,0,80,1
55,0,79,4
40,-3,106,1
37,0,77,1
58,0,86,1
55,0,81,4
49,0,95,1
37,-3,76,1
56,0,95,4
55,0,80,4
55,0,86,1
56,0,77,4
44,-4,86,1
45,-1,86,1
39,0,76,1
49,-2,111,1
49,4,85,1
54,-1,81,1
37,0,84,1
37,0,97,1
45,1,108,1
37,0,84,1
37,0,79,1
37,0,77,1
51,-3,109,1
82,0,86,5
37,0,83,1
50,0,83,1
51,0,78,1
45,0,93,1
37,0,76,1
45,0,83,1
44,-2,85,1
41,-5,76,1
47,0,85,1
58,-2,107,1
51,-1,88,1
49,-2,79,1
56,0,77,4
45,0,86,1
51,0,86,1
53,3,83,1
51,2,84,1
37,0,79,1
37,0,95,1
46,1,78,1
43,0,86,1
55,-2,98,4
37,0,78,1
56,0,95,1
55,0,77,4
45,0,90,1
56,0,98,4
53,2,79,1
56,3,98,4
45,-1,77,1
56,-1,86,1
52,-3,79,1
45,-5,79,1
45,-2,81,1
51,0,81,1
41,6,78,1
40,-1,77,1
51,0,83,1
50,0,88,1
47,-3,83,1
55,0,97,4
42,0,81,1
52,2,78,1
49,0,78,1
44,0,82,1
44,-1,84,1
45,0,79,1
38,4,77,1
37,1,76,1
43,0,76,1
51,4,88,1
44,0,76,1
53,1,79,1
48,0,86,1
43,0,86,1
64,4,112,1
55,0,77,4
41,0,89,1
39,-9,78,1
44,-4,83,1
46,0,75,1
53,0,86,1
55,0,77,4
53,0,84,1
55,0,76,4
44,0,76,1
39,0,78,1
44,1,86,1
55,0,76,4
51,0,102,1
42,-3,108,1
37,0,83,1
46,3,79,1
37,3,80,1
37,0,93,1
55,0,92,4
44,1,81,1
45,-1,86,1
39,0,76,1
47,-2,85,1
47,-2,84,1
40,3,81,1
45,-4,81,1
46,1,80,1
47,0,84,1
40,0,89,1
56,3,89,1
37,1,97,1
37,0,103,1
53,1,79,1
50,-3,90,1
51,0,86,1
49,2,79,1
55,0,82,4
37,0,78,1
81,0,84,5
55,0,79,4
43,0,86,1
37,0,78,1
49,0,81,1
49,0,76,1
56,0,92,4
37,-1,79,1
43,0,84,1
55,0,83,1
37,0,93,1
44,0,99,1
37,0,81,1
54,3,83,1
56,-4,86,1
44,0,83,1
56,1,81,4
80,-1,84,5
53,-5,82,1
56,0,80,4
49,0,88,1
46,0,84,1
55,0,95,4
57,4,82,1
45,0,93,1
47,-1,95,1
43,0,88,1
37,0,92,1
44,4,88,1
53,4,86,1
53,5,77,4
37,-2,82,1
46,5,78,1
47,0,88,1
51,0,82,1
43,0,81,1
59,0,108,1
42,0,85,1
37,0,79,1
51,4,78,1
37,0,84,1
37,0,76,1
46,0,109,1
81,-1,84,5
44,0,84,1
56,2,95,4
84,-3,88,5
53,0,87,1
48,-2,87,1
49,-2,77,1
55,0,80,4
46,1,86,1
52,1,81,1
45,0,87,1
43,-1,88,1
49,2,88,1
37,0,106,1
58,-4,88,1
55,0,98,4
37,0,79,1
55,0,77,4
37,0,76,1
46,0,88,1
56,0,98,4
46,4,83,1
37,0,79,1
50,0,83,1
37,0,76,1
58,2,84,1
55,0,79,4
50,0,84,1
37,0,78,1
56,1,82,1
43,0,81,1
42,-3,84,1
43,-1,79,1
39,2,86,1
42,0,89,1
56,0,96,4
38,1,90,1
37,0,76,1
55,0,95,4
52,1,79,1
36,-1,77,1
37,0,82,1
47,1,78,1
56,0,97,4
37,0,76,1
41,-1,77,1
56,0,81,4
37,0,79,1
56,-1,78,4
41,-1,78,1
49,0,106,1
37,0,82,1
37,0,98,1
37,0,95,1
43,-2,79,1
79,0,84,5
48,0,84,1
42,-4,81,1
55,-3,76,4
37,2,110,1
53,0,86,1
51,0,109,1
42,5,81,1
43,-4,86,1
45,0,82,1
37,0,79,1
37,2,80,1
55,0,83,1
49,0,86,1
55,0,78,4
53,0,81,1
81,0,84,5
43,0,81,1
51,1,83,1
37,0,90,1
44,4,76,1
37,0,80,1
45,0,84,1
43,0,90,1
37,0,79,1
37,0,103,1
55,0,97,4
37,0,107,1
44,1,81,1
47,0,79,1
53,0,77,1
45,0,81,1
45,0,83,1
37,0,103,1
42,0,79,1
56,0,76,4
37,0,75,1
51,-4,83,1
37,0,77,1
37,0,77,1
37,0,79,1
37,0,77,1
37,0,92,1
43,0,82,1
55,0,88,1
52,-1,85,1
40,0,81,1
49,-3,81,1
41,0,82,1
43,0,108,1
41,0,82,1
57,0,92,1
55,0,77,4
53,3,81,1
55,0,79,4
37,0,81,1
43,0,76,1
49,0,86,1
48,0,102,1
42,0,76,1
38,2,81,1
56,0,99,4
45,0,88,1
41,0,85,1
37,0,106,1
51,1,81,1
41,1,81,1
41,3,81,1
52,0,78,1
37,0,76,1
38,-5,82,1
37,0,77,1
49,0,95,1
38,0,93,1
47,0,77,1
46,-1,88,1
70,-5,74,5
55,-3,96,1
39,-4,81,1
56,0,92,4
48,0,82,1
44,1,77,1
43,-2,79,1
55,4,93,1
56,0,107,1
46,-5,88,1
56,5,86,1
37,0,95,1
37,0,94,1
37,0,76,1
56,4,97,4
42,2,96,1
43,0,86,1
45,0,86,1
79,0,83,5
85,0,88,5
43,0,80,1
45,0,90,1
37,0,77,1
37,0,80,1
41,0,83,1
54,3,81,1
37,0,76,1
45,-5,86,1
55,0,83,4
37,0,96,1
37,0,105,1
37,0,82,1
41,1,86,1
55,0,76,4
45,0,79,1
53,-1,82,1
56,0,95,4
46,0,84,1
51,0,84,1
103,-2,104,5
45,0,87,1
38,0,106,1
38,4,76,1
